Ref_Date,GEO,STAT,SUMMARY,Value
2011,Prince Edward Island,Average expenditure per household,Other goods and services,F
2012,Prince Edward Island,Average expenditure per household,Other goods and services,F
2013,Prince Edward Island,Average expenditure per household,Other goods and services,F
2010,Prince Edward Island,Average expenditure per household,Discounts and refunds,-78
2011,Prince Edward Island,Average expenditure per household,Discounts and refunds,-73
2012,Prince Edward Island,Average expenditure per household,Discounts and refunds,F
2013,Prince Edward Island,Average expenditure per household,Discounts and refunds,F
2010,Prince Edward Island,Average expenditure per household,Recycling fees and other environmental fees,5
2011,Prince Edward Island,Average expenditure per household,Recycling fees and other environmental fees,F
2012,Prince Edward Island,Average expenditure per household,Recycling fees and other environmental fees,F
2013,Prince Edward Island,Average expenditure per household,Recycling fees and other environmental fees,F
2010,Prince Edward Island,Average expenditure per household,Other general expenditures,35
2011,Prince Edward Island,Average expenditure per household,Other general expenditures,F
2012,Prince Edward Island,Average expenditure per household,Other general expenditures,F
2013,Prince Edward Island,Average expenditure per household,Other general expenditures,F
2010,Nova Scotia,Average expenditure per household,Food expenditures,7136
2011,Nova Scotia,Average expenditure per household,Food expenditures,7557
2012,Nova Scotia,Average expenditure per household,Food expenditures,7235
2013,Nova Scotia,Average expenditure per household,Food expenditures,7074
2010,Nova Scotia,Average expenditure per household,Food purchased from stores,5411
2011,Nova Scotia,Average expenditure per household,Food purchased from stores,5684
2012,Nova Scotia,Average expenditure per household,Food purchased from stores,5256
2013,Nova Scotia,Average expenditure per household,Food purchased from stores,5306
2010,Nova Scotia,Average expenditure per household,Bakery products,547
2011,Nova Scotia,Average expenditure per household,Bakery products,601
2012,Nova Scotia,Average expenditure per household,Bakery products,510
2013,Nova Scotia,Average expenditure per household,Bakery products,558
2010,Nova Scotia,Average expenditure per household,Cereal grains and cereal products,367
2011,Nova Scotia,Average expenditure per household,Cereal grains and cereal products,359
2012,Nova Scotia,Average expenditure per household,Cereal grains and cereal products,336
2013,Nova Scotia,Average expenditure per household,Cereal grains and cereal products,338
2010,Nova Scotia,Average expenditure per household,"Fruit, fruit preparations and nuts",620
2011,Nova Scotia,Average expenditure per household,"Fruit, fruit preparations and nuts",622
2012,Nova Scotia,Average expenditure per household,"Fruit, fruit preparations and nuts",574
2013,Nova Scotia,Average expenditure per household,"Fruit, fruit preparations and nuts",630
2010,Nova Scotia,Average expenditure per household,Vegetables and vegetable preparations,561
2011,Nova Scotia,Average expenditure per household,Vegetables and vegetable preparations,611
2012,Nova Scotia,Average expenditure per household,Vegetables and vegetable preparations,494
2013,Nova Scotia,Average expenditure per household,Vegetables and vegetable preparations,583
2010,Nova Scotia,Average expenditure per household,Dairy products and eggs,869
2011,Nova Scotia,Average expenditure per household,Dairy products and eggs,915
2012,Nova Scotia,Average expenditure per household,Dairy products and eggs,787
2013,Nova Scotia,Average expenditure per household,Dairy products and eggs,845
2010,Nova Scotia,Average expenditure per household,Meat,916
2011,Nova Scotia,Average expenditure per household,Meat,990
2012,Nova Scotia,Average expenditure per household,Meat,935
2013,Nova Scotia,Average expenditure per household,Meat,850
2010,Nova Scotia,Average expenditure per household,Fish and seafood,208
2011,Nova Scotia,Average expenditure per household,Fish and seafood,191
2012,Nova Scotia,Average expenditure per household,Fish and seafood,181
2013,Nova Scotia,Average expenditure per household,Fish and seafood,148
2010,Nova Scotia,Average expenditure per household,Non-alcoholic beverages and other food products,1323
2011,Nova Scotia,Average expenditure per household,Non-alcoholic beverages and other food products,1396
2012,Nova Scotia,Average expenditure per household,Non-alcoholic beverages and other food products,1439
2013,Nova Scotia,Average expenditure per household,Non-alcoholic beverages and other food products,1355
2010,Nova Scotia,Average expenditure per household,Food purchased from restaurants,1725
2011,Nova Scotia,Average expenditure per household,Food purchased from restaurants,1873
2012,Nova Scotia,Average expenditure per household,Food purchased from restaurants,1979
2013,Nova Scotia,Average expenditure per household,Food purchased from restaurants,1767
2010,Nova Scotia,Average expenditure per household,Restaurant meals,1442
2011,Nova Scotia,Average expenditure per household,Restaurant meals,1579
2012,Nova Scotia,Average expenditure per household,Restaurant meals,1649
